machine,timestamp,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required
BBS16,2025-02-11 16:35:00,71.59,26.41,56.19,2.24,1.61,Running,No,402,Normal,0.0,No
FPQ39,2025-01-29 19:36:00,,43.31,36.3,3.68,2.21,Running,Yes,29,Normal,1.0,Yes
CJL17,2025-01-12 08:02:00,81.0,54.39,56.5,4.08,4.53,Running,No,221,Normal,,No
FPQ39,2025-02-28 21:37:00,84.34,35.07,34.82,4.6,2.22,Running,No,416,Normal,0.0,No
DCB34,2025-01-31 00:56:00,58.96,35.98,70.72,3.6,0.8,Running,No,235,Normal,,No
ZKP13,2025-02-18 19:22:00,73.01,23.67,63.77,1.78,3.82,Running,No,335,Normal,,No
KGY27,2025-02-10 04:39:00,79.1,64.45,66.54,2.34,2.91,Running,No,289,Normal,,No
DCB34,2025-02-14 03:51:00,75.23,38.18,72.78,2.73,3.51,Running,No,37,Normal,0.0,No
GJR5,2025-01-14 04:50:00,74.02,46.89,75.75,2.64,1.53,Running,No,36,Normal,0.0,No
QSA35,2025-01-31 21:51:00,74.39,49.92,77.18,3.11,1.86,Idle,No,68,Normal,,No
VIR30,2025-02-04 16:29:00,63.84,39.95,58.58,2.66,1.36,Running,No,387,Normal,0.0,No
OJS11,2025-03-09 05:01:00,70.1,59.42,67.81,2.22,2.89,Running,No,378,Normal,0.0,No
ZTG36,2025-02-21 19:53:00,67.67,46.4,54.49,4.11,3.27,Running,No,207,Normal,,No
CJL17,2025-01-20 12:44:00,78.48,48.16,72.77,3.64,4.74,Running,No,258,Normal,,No
AGF22,2025-01-06 10:05:00,56.89,29.17,42.75,1.83,3.48,Idle,No,376,Normal,0.0,No
RFF14,2025-02-08 20:19:00,76.23,52.76,63.48,2.45,2.14,Running,No,270,Normal,,No
GJR5,2025-02-26 09:13:00,73.32,33.62,64.04,2.93,4.62,Running,No,66,Normal,0.0,No
OZU38,2025-01-14 23:22:00,90.51,53.75,52.72,4.23,2.04,Running,Yes,9,Normal,,Yes
IJA31,2025-01-31 23:57:00,95.14,62.06,57.89,1.72,3.54,Running,Yes,32,Normal,1.0,Yes
VIR30,2025-03-09 19:32:00,75.84,53.71,31.02,1.7,1.58,Running,No,41,Normal,0.0,No
RHH44,2025-01-02 17:54:00,71.64,54.04,51.12,1.41,2.46,Running,No,334,Normal,,No
BPQ42,2025-02-02 10:37:00,72.11,50.53,31.01,3.28,3.11,Running,No,319,Normal,0.0,No
RFF14,2025-02-24 11:36:00,70.48,55.4,44.96,3.81,4.45,Running,No,196,Normal,0.0,No
TVG50,2025-01-12 00:29:00,71.54,68.73,64.77,2.57,4.71,Failure,No,240,Normal,0.0,Yes
FPO41,2025-02-09 20:15:00,81.52,45.22,51.49,4.33,2.02,Failure,No,445,Normal,,Yes
XEP19,2025-02-13 12:33:00,75.55,46.29,57.16,4.1,4.61,Running,No,473,Normal,0.0,No
KGY27,2025-02-09 12:25:00,76.16,38.01,77.06,4.8,0.79,Running,No,331,Normal,0.0,No
SIQ9,2025-01-04 22:37:00,74.73,48.44,70.27,1.48,0.63,Running,No,432,Normal,0.0,No
ANO21,2025-03-02 18:19:00,70.59,36.28,65.23,4.6,2.77,Running,No,325,Normal,,No
WCH43,2025-01-28 18:36:00,83.25,45.79,60.16,4.66,4.34,Running,No,58,Normal,,No
RFF14,2025-03-03 07:57:00,75.99,46.79,54.49,2.32,4.73,Running,No,433,Normal,,No
QSA35,2025-02-11 23:35:00,85.07,46.17,40.89,1.6,4.87,Running,No,98,Normal,,No
XEP19,2025-02-17 00:45:00,70.28,55.17,46.98,2.56,4.55,Running,No,44,Normal,,No
BJB18,2025-01-20 00:20:00,70.29,92.11,57.22,4.77,3.09,Running,Yes,12,Normal,,Yes
PKS8,2025-01-08 03:32:00,72.15,89.46,42.34,4.24,2.38,Running,Yes,4,Normal,,Yes
KGY27,2025-02-11 11:15:00,59.58,53.52,30.48,1.85,1.24,Running,No,436,Normal,,No
AGF22,2025-02-08 09:23:00,80.13,,50.49,3.77,3.24,Running,No,106,Normal,,No
XEP19,2025-02-04 20:06:00,66.3,37.87,31.5,1.02,2.4,Running,No,245,Normal,0.0,No
SIQ9,2025-01-30 18:20:00,66.06,39.36,54.72,4.8,4.29,Running,No,327,Normal,,No
VIR30,2025-01-20 12:40:00,65.49,12.86,58.92,4.87,4.19,Idle,No,118,Normal,0.0,No
QYD25,2025-02-17 10:44:00,82.18,51.7,59.14,3.67,1.77,Running,No,382,Normal,0.0,No
GSR32,2025-02-13 22:59:00,74.58,55.26,47.09,2.69,1.8,Running,No,58,Normal,0.0,No
JJF2,2025-01-28 17:08:00,74.7,37.78,74.4,3.6,4.8,Running,No,470,Normal,,No
FPO41,2025-01-23 07:00:00,94.92,53.18,31.53,3.17,1.27,Running,Yes,29,Normal,1.0,Yes
OQN3,2025-01-15 16:58:00,75.91,33.88,30.02,2.77,0.81,Running,No,77,Normal,,No
OWX49,2025-02-21 01:51:00,66.66,52.01,64.53,3.44,4.25,Running,No,182,Normal,0.0,No
WCH43,2025-02-10 09:45:00,78.67,56.37,67.9,4.79,1.37,Running,No,81,Normal,0.0,No
PXA26,2025-01-07 01:00:00,74.35,47.62,49.46,2.91,3.45,Running,No,327,Normal,0.0,No
WCH43,2025-03-02 13:18:00,75.8,29.92,56.72,2.04,3.35,Running,No,271,Normal,0.0,No
RKL4,2025-02-04 07:55:00,51.22,38.04,33.41,3.67,3.78,Running,No,90,Normal,0.0,No
ZKP13,2025-02-07 23:24:00,76.35,65.79,69.6,4.09,2.29,Running,No,30,Normal,,No
JRJ12,2025-01-14 06:41:00,64.82,48.53,44.14,2.21,3.46,Running,No,493,Normal,0.0,No
FPQ39,2025-01-26 05:43:00,77.3,56.02,62.68,1.57,2.35,Idle,No,239,Normal,0.0,No
RKL4,2025-02-11 02:02:00,63.21,34.84,49.39,1.45,3.18,Running,No,92,Normal,0.0,No
GJR5,2025-01-19 14:57:00,67.06,21.46,55.58,2.29,0.95,Running,No,122,Normal,0.0,No
WXX28,2025-01-20 23:27:00,64.63,73.55,64.93,4.5,1.99,Running,No,330,Normal,,No
MEO40,2025-02-16 17:46:00,93.77,44.26,61.21,3.74,0.59,Running,Yes,11,Normal,1.0,Yes
BPQ42,2025-01-29 04:47:00,93.43,39.28,72.0,1.92,1.32,Running,Yes,36,Normal,1.0,Yes
OJS11,2025-01-26 06:22:00,65.5,70.52,74.9,4.32,0.92,Running,No,48,Normal,0.0,No
VIR30,2025-02-20 10:16:00,70.22,49.37,36.31,2.0,0.87,Running,No,295,Normal,0.0,No
QYD25,2025-01-26 20:23:00,85.43,57.31,43.43,2.41,3.1,Running,No,279,Normal,0.0,No
BPQ42,2025-02-11 18:35:00,64.72,43.48,41.95,1.8,0.65,Running,No,34,Normal,,No
WXX28,2025-01-15 16:07:00,75.22,30.69,57.6,4.7,4.87,Running,No,202,Normal,,No
IJA31,2025-02-19 06:02:00,80.62,37.13,38.43,3.13,0.5,Running,No,274,Normal,0.0,No
QSA35,2025-02-19 16:30:00,89.65,51.4,32.93,3.14,1.85,Running,No,173,Normal,,No
OWX49,2025-01-07 23:27:00,75.05,61.55,38.99,4.43,3.86,Running,No,113,Normal,0.0,No
QJN15,2025-02-11 01:35:00,69.92,42.34,64.68,4.18,2.58,Running,No,230,Normal,,No
ZTG36,2025-02-22 02:52:00,75.16,58.68,36.57,1.14,4.15,Running,No,388,Normal,,No
VIR30,2025-03-08 18:42:00,66.57,52.03,35.43,1.73,2.44,Running,No,435,Normal,0.0,No
YDH6,2025-01-12 15:30:00,80.7,39.29,73.23,3.38,2.25,Running,No,498,Normal,0.0,No
OWX49,2025-01-14 01:41:00,79.04,43.24,46.52,1.6,1.31,Running,No,181,Normal,0.0,No
PKS8,2025-02-28 17:32:00,79.44,67.05,74.37,3.24,2.62,Running,No,410,Normal,,No
QYD25,2025-02-22 07:49:00,83.17,68.76,38.57,1.97,3.64,Running,No,422,Normal,0.0,No
QSA35,2025-02-10 07:39:00,72.04,43.8,63.46,2.41,0.66,Running,No,384,Normal,,No
GJH10,2025-01-27 23:56:00,79.47,56.56,55.13,1.8,1.36,Idle,No,490,Normal,0.0,No
ZTG36,2025-01-16 00:08:00,67.62,41.27,64.77,3.19,4.65,Running,No,67,Normal,0.0,No
TVG50,2025-01-17 21:59:00,91.96,47.8,56.93,4.21,3.63,Running,Yes,32,Normal,1.0,Yes
QSA35,2025-02-23 19:26:00,71.15,53.83,79.55,3.19,2.94,Running,No,120,Normal,0.0,No
VIR30,2025-02-06 13:22:00,68.49,53.48,33.38,1.6,2.66,Failure,No,339,Normal,,Yes
ZKP13,2025-02-13 05:27:00,86.46,36.15,35.95,1.65,3.77,Idle,No,244,Normal,0.0,No
OQN3,2025-01-27 11:27:00,78.62,48.02,58.06,4.39,4.07,Running,No,312,Normal,,No
AOE45,2025-01-01 18:34:00,77.81,34.91,38.57,4.69,2.81,Running,No,492,Normal,0.0,No
DHW47,2025-03-04 08:31:00,59.56,29.49,54.23,4.22,3.69,Idle,No,446,Normal,,No
BPQ42,2025-02-07 02:13:00,78.53,59.1,32.5,4.93,1.66,Running,No,132,Normal,,No
WCH43,2025-01-23 23:42:00,69.8,23.81,64.72,3.38,3.11,Running,No,416,Normal,0.0,No
XEP19,2025-02-02 00:10:00,77.26,72.76,49.89,3.86,1.55,Running,No,391,Normal,0.0,No
PKS8,2025-02-26 12:22:00,81.41,57.04,79.2,1.43,3.38,Running,No,49,Normal,0.0,No
XEP19,2025-01-18 05:16:00,59.96,80.11,64.69,2.8,2.51,Running,Yes,48,Normal,,Yes
HJG23,2025-03-05 12:45:00,82.21,56.05,50.21,2.33,1.96,Running,No,498,Normal,,No
RKL4,2025-03-09 01:44:00,60.42,39.72,42.3,1.36,2.89,Running,No,222,Normal,,No
OJS11,2025-01-17 19:11:00,75.98,29.64,43.88,3.12,1.65,Running,No,377,Normal,,No
HJG23,2025-02-27 04:07:00,71.75,81.3,38.53,1.05,4.97,Idle,Yes,23,Normal,,Yes
AOE45,2025-01-16 09:06:00,93.08,51.6,74.19,4.92,2.96,Running,Yes,18,Normal,1.0,Yes
IOT24,2025-01-09 14:16:00,83.21,52.64,44.22,1.54,4.07,Running,No,397,Normal,0.0,No
QSA35,2025-01-02 07:33:00,64.47,49.47,73.51,1.52,2.26,Running,No,281,Normal,0.0,No
GJR5,2025-03-04 03:18:00,88.08,37.88,48.43,1.89,4.32,Running,No,306,Normal,0.0,No
RHH44,2025-01-23 22:28:00,79.04,43.69,57.51,2.34,4.36,Running,No,292,Normal,,No
OQN3,2025-03-03 16:47:00,76.68,30.85,65.99,1.75,4.44,Running,No,358,Normal,0.0,No
GSR32,2025-02-10 22:59:00,83.84,83.4,77.51,3.03,3.76,Idle,Yes,25,Normal,,Yes
IOT24,2025-02-03 18:29:00,74.65,21.89,35.04,2.05,4.93,Running,No,484,Normal,0.0,No
ZKP13,2025-01-18 06:39:00,67.75,63.52,33.3,1.44,4.66,Running,No,36,Normal,,No
FPO41,2025-02-26 21:38:00,79.23,40.42,44.71,4.8,1.33,Running,No,223,Normal,,No
DHW47,2025-01-22 13:11:00,81.04,39.74,40.01,2.66,1.17,Idle,No,216,Normal,0.0,No
OJS11,2025-02-06 08:39:00,68.16,30.29,34.14,2.65,2.77,Running,No,18,Normal,0.0,Yes
SIQ9,2025-01-31 00:23:00,78.16,51.95,45.05,3.03,4.39,Idle,No,491,Normal,,No
CJL17,2025-01-05 20:19:00,64.37,45.72,50.52,3.65,0.75,Running,No,13,Normal,0.0,Yes
RKL4,2025-02-21 21:42:00,76.45,52.63,70.87,4.69,4.34,Running,No,239,Normal,0.0,No
FKF20,2025-02-06 04:52:00,77.4,16.34,51.64,4.28,2.35,Running,No,248,Normal,,No
FPO41,2025-01-04 02:13:00,68.48,67.08,77.57,4.71,2.6,Running,No,107,Normal,0.0,No
FPQ39,2025-01-31 07:31:00,65.18,22.12,70.0,1.89,3.58,Running,No,174,Normal,,No
BBS16,2025-02-24 05:46:00,93.24,32.3,72.92,3.54,0.93,Idle,Yes,34,Normal,1.0,Yes
RKL4,2025-01-21 09:26:00,72.01,32.67,46.73,2.0,3.92,Running,No,322,Normal,0.0,No
RHH44,2025-03-08 05:34:00,80.5,64.61,41.15,4.04,4.98,Idle,No,28,Normal,0.0,No
EZO29,2025-01-03 09:49:00,82.56,19.82,43.75,2.47,2.14,Running,No,411,Normal,0.0,No
HJG23,2025-01-07 14:50:00,89.29,45.49,72.83,2.84,0.53,Running,No,313,Normal,0.0,No
DCB34,2025-02-11 06:53:00,65.82,70.63,44.33,1.11,3.18,Idle,No,496,Normal,0.0,No
EZO29,2025-03-04 00:41:00,89.86,35.55,77.23,2.97,2.09,Running,No,456,Normal,0.0,No
GJH10,2025-01-16 11:45:00,93.98,51.55,66.63,1.95,4.98,Running,Yes,39,Normal,1.0,Yes
VIR30,2025-03-05 08:27:00,62.9,42.36,69.88,2.33,4.06,Idle,No,65,Normal,,No
GUK33,2025-01-26 16:34:00,81.49,42.52,72.59,1.74,0.96,Running,No,392,Normal,,No
MEO40,2025-03-11 03:42:00,74.45,42.1,49.06,4.75,4.71,Running,No,440,Normal,,No
QNJ7,2025-02-16 21:28:00,61.45,48.01,63.67,4.48,4.36,Running,No,228,Normal,0.0,No
ZTG36,2025-02-08 01:35:00,74.65,28.74,79.84,1.34,1.7,Running,No,262,Normal,0.0,No
FPO41,2025-01-12 19:02:00,87.12,55.03,44.58,1.18,4.12,Running,No,422,Normal,,No
CJL17,2025-01-22 16:44:00,94.63,48.29,30.69,4.17,4.84,Running,Yes,4,Normal,1.0,Yes
FPQ39,2025-03-02 18:52:00,69.46,43.63,46.88,3.75,4.7,Running,No,451,Normal,0.0,No
WXX28,2025-01-05 13:08:00,77.52,67.88,48.46,2.95,0.77,Running,No,18,Normal,0.0,Yes
JJF2,2025-02-17 09:53:00,79.9,64.3,59.78,4.22,2.83,Running,No,226,Normal,,No
OQN3,2025-02-12 09:50:00,77.62,55.64,70.85,2.69,2.82,Idle,No,331,Normal,,No
BJB18,2025-02-21 06:05:00,63.25,43.34,64.86,2.06,0.79,Running,No,193,Normal,,No
BBS16,2025-02-23 03:44:00,59.41,53.73,70.78,1.66,2.31,Running,No,457,Normal,0.0,No
SIQ9,2025-02-10 00:06:00,86.76,57.32,43.09,1.99,1.94,Running,No,95,Normal,0.0,No
BJB18,2025-01-20 00:56:00,87.62,52.8,78.32,1.88,2.58,Idle,No,23,Normal,,No
AOE45,2025-03-06 09:13:00,93.79,81.08,76.57,2.5,3.51,Running,Yes,2,Normal,1.0,Yes
ZKP13,2025-02-25 12:14:00,76.47,42.63,67.72,1.12,1.38,Running,No,456,Normal,0.0,No
FPO41,2025-01-28 00:10:00,75.72,33.49,67.59,4.99,2.85,Running,No,324,Normal,0.0,No
QYD25,2025-01-10 07:24:00,91.1,55.74,41.13,3.15,3.67,Running,Yes,4,Normal,,Yes
PXA26,2025-02-06 11:37:00,57.53,32.76,35.51,3.22,1.92,Running,No,193,Normal,,No
AOE45,2025-03-11 02:22:00,74.43,77.7,56.64,4.12,3.31,Running,No,457,Normal,0.0,No
BPQ42,2025-02-11 06:58:00,77.35,40.88,78.71,4.13,0.87,Running,No,285,Normal,,No
BPQ42,2025-01-05 09:04:00,73.93,42.73,72.32,3.8,2.02,Running,No,260,Normal,0.0,No
JRJ12,2025-02-25 16:23:00,87.84,30.52,48.91,1.81,3.84,Idle,No,353,Normal,0.0,No
SIQ9,2025-02-28 14:32:00,65.62,14.19,38.9,2.44,2.53,Running,No,281,Normal,,No
ANO21,2025-01-25 14:43:00,61.0,74.7,41.55,3.02,1.16,Running,No,140,Normal,,No
XEP19,2025-02-09 08:56:00,55.68,71.32,57.79,3.45,4.23,Running,No,37,Normal,0.0,No
BJB18,2025-01-04 20:38:00,71.93,61.61,68.42,4.66,3.77,Idle,No,161,Normal,0.0,No
WCH43,2025-02-01 09:53:00,81.37,54.33,78.2,4.09,1.34,Running,No,240,Normal,0.0,No
FPO41,2025-02-02 01:38:00,93.64,53.77,58.69,4.89,3.76,Idle,Yes,14,Normal,1.0,Yes
BBS16,2025-01-06 07:50:00,84.04,40.75,47.52,3.17,4.04,Idle,No,361,Normal,0.0,No
SIQ9,2025-03-10 06:52:00,67.26,76.66,67.22,4.13,3.99,Idle,No,343,Normal,0.0,No
AGF22,2025-01-03 15:14:00,76.89,46.24,75.81,1.0,1.87,Running,No,151,Normal,,No
FPO41,2025-01-19 10:15:00,62.09,75.88,38.79,1.7,2.94,Running,No,338,Normal,,No
GSR32,2025-01-27 11:46:00,83.83,53.35,50.93,3.97,4.55,Running,No,34,Normal,0.0,No
ZKP13,2025-03-07 15:26:00,85.74,49.8,31.03,1.82,1.48,Running,No,139,Normal,0.0,No
OZU38,2025-01-10 11:50:00,83.37,46.14,69.49,4.77,2.64,Running,No,79,Normal,,No
IJA31,2025-02-22 16:08:00,82.2,68.19,48.77,1.94,1.83,Running,No,184,Normal,,No
MEO40,2025-02-09 12:35:00,79.11,58.96,46.87,3.11,1.55,Running,No,215,Normal,,No
QNJ7,2025-02-21 05:03:00,64.95,54.44,61.52,3.39,1.85,Running,No,49,Normal,0.0,No
AGF22,2025-02-28 20:53:00,91.99,51.79,59.19,2.16,4.14,Running,Yes,26,Normal,,Yes
WCH43,2025-01-26 13:07:00,67.26,83.22,48.14,3.15,3.18,Running,Yes,29,Normal,1.0,Yes
KGY27,2025-01-05 09:56:00,81.57,80.15,48.47,4.53,4.52,Idle,Yes,8,Normal,1.0,Yes
IJA31,2025-02-20 05:00:00,62.9,27.63,79.09,1.47,3.62,Running,No,15,Normal,,Yes
AOE45,2025-02-13 03:01:00,84.84,51.88,31.09,2.5,3.33,Running,No,99,Normal,0.0,No
PXA26,2025-02-09 20:56:00,79.63,51.65,62.26,4.82,4.96,Running,No,188,Normal,0.0,No
DCB34,2025-02-23 14:35:00,85.7,41.24,60.82,4.08,3.22,Running,No,188,Normal,0.0,No
FKF20,2025-01-19 06:53:00,84.8,32.89,60.81,3.19,3.92,Running,No,10,Normal,0.0,Yes
MEO40,2025-01-25 21:50:00,68.03,16.77,31.18,2.35,1.48,Running,No,252,Normal,,No
AOE45,2025-02-08 10:48:00,69.59,45.83,60.41,2.98,1.41,Idle,No,254,Normal,,No
OLM37,2025-03-04 14:09:00,71.18,57.12,35.1,4.68,3.35,Running,No,275,Normal,0.0,No
OWX49,2025-01-18 13:55:00,69.72,65.02,38.97,2.65,2.42,Running,No,345,Normal,0.0,No
JRJ12,2025-01-16 03:58:00,84.71,40.22,61.89,4.46,2.58,Running,No,87,Normal,0.0,No
FKF20,2025-01-31 18:10:00,73.74,39.03,38.11,3.71,3.99,Running,No,295,Normal,0.0,No
IJA31,2025-02-06 23:50:00,76.05,62.19,52.56,4.25,4.04,Running,No,175,Normal,,No
FKF20,2025-02-05 10:38:00,86.27,60.05,33.03,1.96,2.9,Running,No,36,Normal,,No
CJL17,2025-03-08 18:12:00,62.0,49.11,67.67,2.64,0.97,Running,No,164,Normal,0.0,No
OWX49,2025-02-17 09:07:00,,80.4,66.89,2.66,2.66,Running,Yes,49,Normal,1.0,Yes
SJO48,2025-02-21 00:38:00,66.85,59.84,31.82,4.12,2.28,Running,No,25,Normal,,No
XEP19,2025-02-02 15:20:00,78.15,45.02,36.81,1.1,0.7,Running,No,486,Normal,0.0,No
KGY27,2025-01-21 22:11:00,72.24,51.4,35.98,3.44,1.53,Running,No,368,Normal,,No
MEO40,2025-03-02 16:00:00,72.24,44.42,32.14,2.73,1.4,Running,No,109,Normal,,No
SIQ9,2025-01-22 09:52:00,67.58,36.33,61.06,2.53,2.64,Running,No,485,Normal,,No
FPO41,2025-02-20 07:48:00,80.26,46.37,34.36,1.69,4.94,Running,No,419,Normal,0.0,No
MEO40,2025-03-09 21:38:00,74.94,25.8,67.93,3.69,4.3,Running,No,56,Normal,,No
OLM37,2025-02-25 03:22:00,77.22,40.08,47.84,1.9,1.12,Running,No,225,Normal,,No
ANO21,2025-01-20 23:25:00,63.9,51.85,52.42,1.22,3.25,Running,No,132,Normal,0.0,No
PXA26,2025-02-08 02:42:00,70.58,43.41,40.24,3.75,1.81,Running,No,217,Normal,,No
TVG50,2025-03-09 13:52:00,76.57,19.51,33.43,1.94,2.2,Running,No,149,Normal,0.0,No
DCB34,2025-01-26 09:03:00,78.31,33.19,42.55,2.36,3.84,Running,No,64,Normal,0.0,No
VIR30,2025-01-30 10:08:00,73.66,67.54,44.62,3.4,1.23,Idle,No,296,Normal,0.0,No
RFF14,2025-01-02 04:21:00,78.82,72.23,62.46,4.46,1.51,Running,No,27,Normal,0.0,No
TVG50,2025-01-28 12:21:00,71.57,49.29,55.92,4.06,4.51,Running,No,88,Normal,,No
DVO46,2025-02-18 00:14:00,66.43,8.75,62.98,1.81,2.8,Running,No,27,Normal,,No
ZKP13,2025-01-09 09:41:00,85.02,74.31,78.66,1.74,4.97,Running,No,67,Normal,0.0,No
ANO21,2025-02-08 23:19:00,77.97,46.01,30.22,4.13,4.0,Running,No,180,Normal,0.0,No
AGF22,2025-01-23 13:07:00,66.33,54.97,66.97,1.59,3.33,Running,No,361,Normal,,No
OLM37,2025-02-05 00:17:00,87.55,55.57,53.06,2.55,3.6,Running,No,171,Normal,,No
OQN3,2025-02-19 16:21:00,82.72,43.74,46.36,1.29,3.76,Running,No,128,Normal,0.0,No
GJH10,2025-02-21 03:16:00,85.13,64.58,43.8,1.11,1.33,Running,No,305,Normal,0.0,No
GSR32,2025-01-16 02:51:00,75.52,64.24,41.7,2.69,2.33,Running,No,407,Normal,,No
IOT24,2025-02-18 08:28:00,78.68,59.11,52.8,1.56,1.51,Running,No,331,Normal,,No
DHW47,2025-01-02 16:37:00,106.81,54.03,62.16,2.47,4.39,Running,Yes,45,Normal,,Yes
IOT24,2025-01-25 05:41:00,85.33,58.25,32.02,3.48,1.25,Running,No,181,Normal,,No
PXA26,2025-02-02 19:15:00,65.63,38.2,55.81,4.95,2.06,Running,No,105,Normal,,No
PKS8,2025-01-10 11:39:00,74.07,54.69,77.16,3.08,3.7,Idle,No,236,Normal,0.0,No
BBS16,2025-02-24 12:13:00,75.03,53.57,58.24,3.89,2.07,Running,No,326,Normal,,No
GUK33,2025-02-11 23:16:00,46.66,53.16,62.89,1.93,3.19,Running,No,233,Normal,0.0,No
ZKP13,2025-01-08 09:14:00,72.23,31.2,77.86,3.4,3.64,Running,No,402,Normal,,No
BJB18,2025-02-10 16:30:00,70.07,54.63,30.12,2.52,2.11,Running,No,350,Normal,,No
OLM37,2025-02-03 13:49:00,62.96,50.61,49.12,3.7,4.85,Running,No,232,Normal,0.0,No
WXX28,2025-01-06 07:19:00,78.0,65.69,71.34,1.09,1.27,Running,No,95,Normal,0.0,No
GJR5,2025-02-23 11:11:00,72.97,38.55,49.76,3.48,2.33,Running,No,354,Normal,0.0,No
OJS11,2025-02-01 23:57:00,69.18,54.86,72.29,1.16,4.86,Running,No,164,Normal,,No
FPO41,2025-02-26 01:55:00,64.87,57.53,55.91,4.9,1.61,Running,No,320,Normal,,No
GUK33,2025-02-25 07:22:00,69.89,73.25,57.14,1.72,3.79,Running,No,471,Normal,0.0,No
GUK33,2025-02-18 12:22:00,67.89,32.41,35.22,3.74,3.55,Running,No,18,Normal,0.0,Yes
GJH10,2025-02-05 15:28:00,85.48,39.61,54.25,3.2,1.81,Running,No,248,Normal,0.0,No
FPQ39,2025-01-28 13:42:00,67.96,35.53,50.08,3.04,1.03,Idle,No,235,Normal,0.0,No
BJB18,2025-01-25 04:03:00,79.08,50.0,45.8,3.16,4.84,Running,No,169,Normal,,No
WXX28,2025-02-23 06:22:00,79.48,40.74,73.68,3.44,2.44,Idle,No,434,Normal,0.0,No
ZTG36,2025-02-07 02:37:00,81.53,46.56,34.21,1.39,4.91,Running,No,474,Normal,0.0,No
AOE45,2025-01-26 19:52:00,91.58,46.54,32.63,1.56,3.9,Running,Yes,17,Normal,,Yes
RKL4,2025-01-02 15:56:00,79.4,56.2,55.63,1.35,4.21,Running,No,477,Normal,,No
QNJ7,2025-01-19 18:15:00,77.72,41.61,67.6,1.55,1.33,Running,No,330,Normal,,No
YDH6,2025-02-04 03:46:00,72.09,73.2,50.57,3.78,2.95,Running,No,477,Normal,0.0,No
QSA35,2025-01-14 10:16:00,48.9,49.26,32.94,4.9,4.77,Idle,No,89,Normal,,No
PXA26,2025-03-09 02:35:00,69.28,52.42,56.35,2.39,4.1,Running,No,123,Normal,0.0,No
BBS16,2025-02-03 02:13:00,81.2,21.11,56.25,4.5,1.62,Running,No,121,Normal,0.0,No
PKS8,2025-01-09 17:15:00,52.26,74.16,76.02,1.67,0.76,Running,No,312,Normal,,No
AOE45,2025-02-01 04:39:00,74.08,49.81,39.99,4.54,2.95,Running,No,161,Normal,0.0,No
IJA31,2025-01-18 18:31:00,76.13,53.93,48.87,2.47,1.77,Idle,No,282,Normal,0.0,No
BPQ42,2025-02-28 12:08:00,54.95,43.68,59.86,3.63,3.24,Running,No,207,Normal,0.0,No
DHW47,2025-02-28 07:20:00,52.38,29.11,31.06,2.69,2.43,Running,No,19,Normal,,Yes
DCB34,2025-01-22 01:22:00,70.28,45.21,51.55,2.51,2.74,Running,No,340,Normal,,No
AOE45,2025-02-19 23:04:00,70.35,50.85,71.52,4.66,0.67,Running,No,194,Normal,0.0,No
JRJ12,2025-02-05 17:15:00,73.62,44.47,44.41,3.8,3.79,Running,No,125,Normal,0.0,No
GSR32,2025-01-25 16:31:00,91.28,34.62,68.31,2.82,2.96,Running,Yes,13,Normal,1.0,Yes
WCH43,2025-01-29 09:22:00,79.13,62.94,71.42,4.46,1.51,Running,No,79,Normal,0.0,No
ZKP13,2025-01-15 13:16:00,69.03,28.89,61.9,1.25,1.24,Running,No,249,Normal,0.0,No
QYD25,2025-01-16 23:56:00,72.58,46.48,75.99,1.96,0.66,Running,No,497,Normal,0.0,No
ZTG36,2025-02-09 14:05:00,54.74,53.65,71.32,2.25,1.93,Running,No,275,Normal,,No
RFF14,2025-02-15 16:17:00,69.04,46.91,74.18,4.82,1.87,Running,No,255,Normal,0.0,No
SJO48,2025-03-04 17:39:00,68.61,52.49,64.95,1.26,2.96,Running,No,10,Normal,0.0,Yes
OJS11,2025-02-28 05:51:00,81.2,58.18,31.88,4.8,2.65,Running,No,43,Normal,0.0,No
ZKP13,2025-02-19 14:47:00,76.69,49.37,54.54,4.03,3.67,Running,No,407,Normal,0.0,No
DCB34,2025-01-17 08:51:00,91.49,55.7,63.7,3.09,4.17,,Yes,26,Normal,1.0,Yes
ZKP13,2025-02-23 03:01:00,102.48,50.81,33.34,3.74,4.41,Running,Yes,8,Normal,,Yes
OQN3,2025-01-06 08:49:00,51.71,69.87,71.54,3.27,4.09,Idle,No,80,Normal,,No
PXA26,2025-02-04 03:36:00,70.58,80.15,46.08,3.14,2.78,Idle,Yes,27,Normal,1.0,Yes
GUK33,2025-01-13 08:53:00,56.84,51.48,60.1,2.02,2.55,Running,No,181,Normal,0.0,No
WCH43,2025-02-18 10:03:00,79.12,43.44,67.33,1.24,2.64,Idle,No,378,Normal,0.0,No
WXX28,2025-02-27 20:09:00,64.44,59.12,53.99,4.84,1.63,Running,No,67,Normal,0.0,No
JRJ12,2025-02-18 12:38:00,80.79,62.9,67.89,3.46,3.33,Running,No,424,Normal,,No
PKS8,2025-02-06 19:04:00,80.0,18.24,60.21,1.97,3.25,Running,No,178,Normal,0.0,No
GSR32,2025-03-03 18:35:00,73.18,44.99,43.96,4.15,3.87,Running,No,52,Normal,0.0,No
GSR32,2025-01-05 09:16:00,66.68,43.88,67.04,4.18,1.26,Running,No,192,Normal,0.0,No
